"FullName","Length"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo3odst\maps\sc130.map","270663680"
"C:\Program Files (x86)\Steam\steamapps\common\Tomb Raider\patch.000.tiger","270707496"
"C:\Program Files (x86)\Steam\steamapps\common\BioShock Infinite\DLC\DLCC\Movies\DLCC_Credits.bik","272459060"
"C:\Program Files (x86)\Steam\steamapps\common\BioShock Remastered\ContentBaked\pc\BinkMovies\Credits_Console.bik","272778436"
"C:\Program Files (x86)\Steam\steamapps\common\BioShock Remastered\ContentBaked\pc\BinkMovies\Credits_PC.bik","273022152"
"C:\Program Files (x86)\Steam\steamapps\downloading\292030\content\content0\enpc.w3speech","273598846"
"C:\Program Files (x86)\Steam\steamapps\common\PUBG\TslGame\Content\Paks\pakchunk1200-WindowsNoEditor_weapon.pak","273790451"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham Knight\DLC\401628\Content\BmGame\CookedPCConsole\SFX\SFX_DLC_NightwingStory.wad","274169856"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo2\terminals\Halo_Groundhog_EP13.bk2","274172908"
"C:\Program Files (x86)\Steam\steamapps\common\Halo Infinite\deploy\pc\levels\multi\fo10_deadland\fo10_deadland-rtx-new.module","274538496"
"C:\Program Files (x86)\Steam\steamapps\common\Halo Infinite\subgames\CampaignS1\Sound\win\SFX\sb_110_mus_menufrontend.pck","274637686"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo4\terminals\H4_TERM_06_Knights.bk2","274911888"
"C:\Program Files (x86)\Steam\steamapps\common\Splitgate\PortalWars\Content\Paks\pakchunk55_s1-WindowsNoEditor.ucas","274989728"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham Knight\DLC\401629\Content\BmGame\CookedPCConsole\SFX\SFX_DLC_BmobTumbler.wad","275083264"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo4\maps\ff84_temple.map","275173376"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo2\preload\paks\04b_floodlab.pck","275874899"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo3\maps\110_hc.map","276144128"
"C:\Program Files (x86)\Steam\steamapps\common\BioShock Remastered\ContentBaked\pc\BinkMovies\Credits.bik","276938020"
"C:\Program Files (x86)\Steam\steamapps\common\BioShock Remastered\ContentBaked\pc\BinkMovies\DC_ChunkTester.bik","276938020"
"C:\Program Files (x86)\Steam\steamapps\common\Ori and the Will of the Wisps\oriwotw_Data\sharedassets29.assets.resS","278933544"
"C:\Program Files (x86)\Steam\steamapps\common\PUBG\TslGame\Content\Paks\pakchunk5100-WindowsNoEditor_grid.pak","278957783"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo4\maps\ff87_chopperbowl.map","279027712"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo2\preload\paks\03a_oldmombasa.pck","279765546"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham Knight\DLC\415650\Content\BmGame\CookedPCConsole\Textures_DLC_ChallengePack6.tfc","280139765"
"C:\Program Files (x86)\Steam\steamapps\common\BioShock Remastered\ContentBaked\pc\BinkMovies\DC_1-Welcome.bik","280759072"
"C:\Program Files (x86)\Steam\steamapps\common\Hollow Knight\hollow_knight_Data\sharedassets409.assets.resS","280897044"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo4\terminals\H4_TERM_03_LordOfAdmirals.bk2","281590380"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo2\prebuild\video\Ep_033_Day_at_the_Beach.bk2","282941856"
"C:\Program Files (x86)\Steam\steamapps\common\PUBG\TslGame\Content\Paks\pakchunk5900-WindowsNoEditor_assets_textures.pak","283029570"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo3odst\maps\sc140.map","283283456"
"C:\Program Files (x86)\Steam\steamapps\common\Tomb Raider\title_ENGLISH.000.tiger","284822448"
"C:\Program Files (x86)\Steam\steamapps\common\PUBG\TslGame\Content\Paks\pakchunk5300-WindowsNoEditor_assets_textures_common.pak","284872917"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\MCC\Content\Movies\Halo 2 Anniversary.bk2","285580460"
"C:\Program Files (x86)\Steam\steamapps\downloading\292030\content\content0\bundles\blob.bundle","286247872"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham Knight\BmGame\CookedPCConsole\English(US)\INT_1.wad","286498816"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo1\terminals\assault_on_the_control_room.bk2","287093804"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham Knight\BmGame\CookedPCConsole\Chunk7.tfc","287544077"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo4\maps\ff153_caverns.map","287666176"
"C:\Program Files (x86)\Steam\steamapps\common\Halo Infinite\deploy\pc\levels\multi\forest\forest-rtx-new.module_hd1","287754406"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham Knight\DLC\401632\Content\BmGame\CookedPCConsole\SFX\SFX_DLC_WayneTechTracks.wad","288231424"
"C:\Program Files (x86)\Steam\steamapps\common\Fallout 3 goty\Data\Fallout3.esm","288771262"
"C:\Program Files (x86)\Steam\steamapps\common\Tomb Raider\movies\ww2sos_snippets.bik","289272088"
"C:\Program Files (x86)\Steam\steamapps\common\Grand Theft Auto V\x64\audio\sfx\RADIO_17_FUNK.rpf","289466368"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham Knight\DLC\401630\Content\BmGame\CookedPCConsole\SFX\SFX_DLC_CatwomanStory.wad","289714176"
"C:\Program Files (x86)\Steam\steamapps\common\Vampire Survivors\VampireSurvivors_Data\resources.assets.resS","290199600"
"C:\Program Files (x86)\Steam\steamapps\common\BioShock Remastered\ContentBaked\pc\BinkMovies\DC_3-Market.bik","291340020"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo4\maps\campaign.map","293085184"
"C:\Program Files (x86)\Steam\steamapps\common\BioShock Remastered\ContentBaked\pc\BinkMovies\Credits_PS4.bik","293439960"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham Knight\DLC\401633\Content\BmGame\CookedPCConsole\SFX\SFX_DLC_TwoFaceStory.wad","294801408"
"C:\Program Files (x86)\Steam\steamapps\common\Halo Infinite\deploy\pc\levels\multi\fo06_deepsea\fo06_deepsea-rtx-new.module","295493632"
"C:\Program Files (x86)\Steam\steamapps\common\Halo Infinite\deploy\any\globals\forge\forge_objects-rtx-new.module","296067072"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo2\preload\paks\01b_spacestation.pck","296887197"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo4\terminals\H4_TERM_02_War.bk2","296982640"
"C:\Program Files (x86)\Steam\steamapps\common\Borderlands 2\DLC\Aster\Lic\Textures\Textures_aster.tfc","297634925"
"C:\Program Files (x86)\Steam\steamapps\common\Halo Infinite\deploy\pc\globals\multiplayer_r1-rtx-new.module","299257856"
"C:\Program Files (x86)\Steam\steamapps\common\Counter-Strike Global Offensive\game\csgo\maps\de_dust2.vpk","300502132"
"C:\Program Files (x86)\Steam\steamapps\common\BioShock Remastered\ContentBaked\pc\BinkMovies\DC_2-Fisheries.bik","301538536"
"C:\Program Files (x86)\Steam\steamapps\common\BattleBit Remastered\BattleBit_Data\resources.resource","302109153"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham Knight\DLC\350172\Content\BmGame\CookedPCConsole\Textures_DLC_BmobClassic.tfc","302145236"
"C:\Program Files (x86)\Steam\steamapps\common\Halo Infinite\deploy\pc\levels\multi\sgh_streets\sgh_streets-rtx-new.module_hd1","302427239"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo4\terminals\H4_TERM_04_Charum_Hakkor.bk2","303208608"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo4\terminals\H4_TERM_07_Justice.bk2","304057044"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\data\ui\texturepacks\loadingtexturepack.perm.bin","304879072"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham Knight\BmGame\Movies\CH10_Press_Gathers.usm","305473536"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham City GOTY\BmGame\MoviesStereo\0_01.usm","306945760"
"C:\Program Files (x86)\Steam\steamapps\common\Halo Infinite\deploy\pc\levels\multi\fo09_academy\fo09_academy-rtx-new.module","307499008"
"C:\Program Files (x86)\Steam\steamapps\common\the witcher 2\CookedPC\movies\mean_m_w_iorweth.usm","307934208"
"C:\Program Files (x86)\Steam\steamapps\common\PUBG\TslGame\Content\Paks\pakchunk6400-WindowsNoEditor_assets_textures.pak","308946088"
"C:\Program Files (x86)\Steam\steamapps\common\The Witcher 3\content\content10\bundles\world_the_spiral_runtime.bundle","309291152"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo1\sound\pc\sounds_dialogs_spanish.fsb","309320800"
"C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\DLCNukaWorld - Voices_en.ba2","310189745"
"C:\Program Files (x86)\Steam\steamapps\common\PUBG\TslGame\Content\Paks\pakchunk0-WindowsNoEditor_assets_world.pak","310199904"
"C:\Program Files (x86)\Steam\steamapps\downloading\292030\content\content10\bundles\world_the_spiral_runtime.bundle","310238960"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo2\preload\paks\05b_deltatowers.pck","310239792"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo2\terminals\Halo_Groundhog_EP14.bk2","310833980"
"C:\Program Files (x86)\Steam\steamapps\common\The Witcher 3\content\content0\bundles\blob.bundle","312074704"
"C:\Program Files (x86)\Steam\steamapps\common\Grand Theft Auto V\update\x64\dlcpacks\patchday4ng\dlc.rpf","312438784"
"C:\Program Files (x86)\Steam\steamapps\common\PUBG\TslGame\Content\Paks\pakchunk5500-WindowsNoEditor_assets_world.pak","312878319"
"C:\Users\joshu\Downloads\PokemonInstaller.msi","313030656"
"C:\Program Files (x86)\Steam\steamapps\common\Counter-Strike Global Offensive\csgo\maps\workshop\647772108\tr_reflex_remake_v4-d2_hr.bsp","313395136"
"C:\Program Files (x86)\Steam\steamapps\common\Sekiro\movie\openingmovie.bk2","314346532"
"C:\Program Files (x86)\Steam\steamapps\common\Grand Theft Auto V\update\x64\dlcpacks\mpassault\dlc.rpf","314443776"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo2\prebuild\video\Ep_018_Uncomfortable_Silence.bk2","314482564"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo1\sound\pc\sounds_dialogs_german.fsb","314952352"
"C:\Program Files (x86)\Steam\steamapps\common\Starbound\win32\starbound.pdb","316682240"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\groundhog\maps\ca_forge_skybox01.map","316932096"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo2\preload\paks\08a_deltacliffs.pck","318557853"
"C:\Users\joshu\Downloads\EditorV9.x64.msi","318787584"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo3odst\maps\sc110.map","319512576"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo3\maps\s3d_turf.map","319881216"
"C:\Program Files (x86)\Steam\steamapps\common\Borderlands 2\WillowGame\CookedPCConsole\Audio_Banks.pck","320565120"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham Knight\BmGame\CookedPCConsole\English(US)\INT_6.wad","320733184"
"C:\Users\joshu\Downloads\PokeRadar-Mod-1.12.2.rar","321009867"
"C:\Program Files (x86)\Steam\steamapps\common\The Witcher 3\content\content0\enpc.w3speech","321103086"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo2\prebuild\video\Ep_002_Home_Field_Advantage.bk2","321363932"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo4\maps\ff155_breach.map","321777664"
"C:\Program Files (x86)\Steam\steamapps\common\Grand Theft Auto V\x64\audio\sfx\RADIO_13_JAZZ.rpf","322127872"
"C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Video\MainMenuLoop.bk2","322255456"
"C:\Program Files (x86)\Steam\steamapps\common\Halo Infinite\subgames\CampaignS1\videos\InfinityDown.mp4","322948527"
"C:\Program Files (x86)\Steam\steamapps\common\Starbound\win64\starbound.pdb","323006464"
"C:\Program Files (x86)\Steam\steamapps\common\Halo Infinite\deploy\pc\levels\multi\fo13_frost\fo13_frost-rtx-new.module","323461120"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham Knight\DLC\401635\Content\BmGame\CookedPCConsole\SFX\SFX_DLC_VillainPack.wad","323678208"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham City GOTY\BmGame\MoviesStereo\PDLC_Outro.usm","324334720"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo4\bink\epilogue_normal_60.bik","325431276"
"C:\Program Files (x86)\Steam\steamapps\common\PUBG\TslGame\Content\Paks\pakchunk5100-WindowsNoEditor_assets_textures_common.pak","326648709"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham Knight\DLC\401621\Content\BmGame\CookedPCConsole\Textures_DLC_BmobBurton.tfc","326793577"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo4\bink\epilogue_legendary_60.bik","327432776"
"C:\Program Files (x86)\Steam\steamapps\common\Counter-Strike Global Offensive\game\csgo\maps\de_anubis.vpk","327889926"
"C:\Program Files (x86)\Steam\steamapps\common\the witcher 2\CookedPC\movies\credits.usm","329114112"
"C:\Program Files (x86)\Steam\steamapps\common\Grand Theft Auto V\update\x64\dlcpacks\patchday27ng\dlc.rpf","330080256"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo1\sound\pc\sounds_dialogs.fsb","330091232"
"C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Fallout4.esm","330745373"
"C:\Program Files (x86)\Steam\steamapps\common\Fallout 3 goty\Data\Video\Fallout INTRO Vsk.bik","330884112"
"C:\Program Files (x86)\Steam\steamapps\common\Halo Infinite\subgames\CampaignS1\deploy\pc\levels\campaign\ring01\dungeons\dungeon_cortana_palace\dungeon_cortana_palace-rtx-new.module","331239424"
"C:\Program Files (x86)\Steam\steamapps\downloading\292030\dlc\bob\content\bundles\world_bob_runtime.bundle","331300352"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo2\preload\paks\08b_deltacontrol.pck","331595554"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\haloreach\maps\forge_halo.map","332328960"
"C:\Program Files (x86)\Steam\steamapps\common\GodOfWar\exec\wad\pc_le\010_forest_010.lodpack","333093760"
"C:\Program Files (x86)\Steam\steamapps\common\Fallout 2\master.dat","333177805"
"C:\Program Files (x86)\Steam\steamapps\common\Grand Theft Auto V\update\x64\dlcpacks\mplowrider2\dlc.rpf","334028800"
"C:\Program Files (x86)\Steam\steamapps\common\Halo Infinite\subgames\CampaignS1\deploy\pc\levels\campaign\ring01\dungeons\dungeon_underbelly\dungeon_underbelly-rtx-new.module","334401536"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham City GOTY\BmGame\MoviesStereo\5_11.usm","335853408"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo1\sound\pc\sounds_dialogs_italian.fsb","336112640"
"C:\Program Files (x86)\Steam\steamapps\downloading\292030\content\content0\shaderdx12.cache","336992732"
"C:\Program Files (x86)\Steam\steamapps\common\Counter-Strike Global Offensive\game\csgo\maps\cs_italy.vpk","338624078"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\haloreach\maps\dlc_medium.map","338624512"
"C:\Program Files (x86)\Steam\steamapps\common\Fallout\MASTER.DAT","339379746"
"C:\Program Files (x86)\Steam\steamapps\common\Castlevania Advance Collection\windata\alldata.bin","339873792"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo4\maps\ff154_hillside.map","340660224"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\haloreach\maps\m30.map","341307392"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo3odst\maps\l300.map","341454848"
"C:\Users\joshu\Downloads\jdk-8u111-nb-8_2-windows-x64.exe","341868448"
"C:\Program Files (x86)\Steam\steamapps\downloading\292030\content\content4\bundles\buffers1.bundle","342248624"
"C:\Program Files (x86)\Steam\steamapps\common\Grand Theft Auto V\update\update2.rpf","343554048"
"C:\Program Files (x86)\Steam\steamapps\downloading\271590\update\update2.rpf","343566336"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham City GOTY\BmGame\MoviesStereo\6_14.usm","343655744"
"C:\Program Files (x86)\Steam\steamapps\common\Halo Infinite\videos\MP_03_Previously_On.mp4","344000935"
"C:\Program Files (x86)\Steam\steamapps\common\PUBG\TslGame\Content\Paks\pakchunk6000-WindowsNoEditor_grid.pak","345017899"
"C:\Program Files (x86)\Steam\steamapps\common\Sega Classics\SEGAGameRoom_Data\resources.assets.resS","346745876"
"C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Video\STRENGTH.bk2","346788624"
"C:\Program Files (x86)\Steam\steamapps\common\The Witcher 3\DLC\bob\content\bundles\world_bob_runtime.bundle","347284784"
"C:\Program Files (x86)\Steam\steamapps\common\Grand Theft Auto V\update\x64\dlcpacks\mpstunt\dlc.rpf","348047360"
"C:\Program Files (x86)\Steam\steamapps\common\PUBG\TslGame\Content\Paks\pakchunk1000-WindowsNoEditor_assets_char.pak","348330351"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham City GOTY\BmGame\CookedPCConsole\German\FFB9E71B_LOC_DEU.wad","348647424"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\haloreach\maps\m20.map","350150656"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham Knight\BmGame\CookedPCConsole\Chunk5.tfc","350453714"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham City GOTY\BmGame\CookedPCConsole\Spanish(Spain)\0E07A43D_LOC_ESN.wad","351145984"
"C:\Program Files (x86)\Steam\steamapps\common\Halo Infinite\deploy\pc\levels\multi\sgh_crystalcaves\sgh_crystalcaves-rtx-new.module","351440896"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham City GOTY\BmGame\MoviesStereo\2_03_PT2.usm","351765120"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham City GOTY\BmGame\CookedPCConsole\French(France)\134795B3_LOC_FRA.wad","352849920"
"C:\Program Files (x86)\Steam\steamapps\common\Fallout New Vegas\Data\Video\FNVIntro.bik","353301852"
"C:\Program Files (x86)\Steam\steamapps\common\SpongeBob SquarePants Battle for Bikini Bottom - Rehydrated\Pineapple\Content\Paks\pakchunk13-WindowsNoEditor.pak","354195812"
"C:\Program Files (x86)\Steam\steamapps\common\The Witcher 3\content\content0\soundspc.cache","354347696"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo1\sound\pc\sounds_dialogs_french.fsb","355980160"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham Knight\BmGame\CookedPCConsole\SFX\SFX_3.wad","356151296"
"C:\Program Files (x86)\Steam\steamapps\common\Grand Theft Auto V\x64\audio\sfx\RADIO_03_HIPHOP_NEW.rpf","356595712"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham City GOTY\BmGame\MoviesStereo\4_09.usm","357166272"
"C:\Program Files (x86)\Steam\steamapps\common\Halo Infinite\deploy\pc\globals\multiplayer_r3-rtx-new.module","358555648"
"C:\Program Files (x86)\Steam\steamapps\common\Fallout New Vegas\Data\DeadMoney - Main.bsa","358888134"
"C:\Program Files (x86)\Steam\steamapps\common\Counter-Strike Global Offensive\game\csgo\maps\de_overpass.vpk","359492268"
"C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Fallout4 - Animations.ba2","359787743"
"C:\Program Files (x86)\Steam\steamapps\common\PUBG\TslGame\Content\Paks\pakchunk5300-WindowsNoEditor_map_base.pak","361156407"
"C:\Program Files (x86)\Steam\steamapps\common\The Witcher 3\content\patch1\texture.cache","361391333"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\haloreach\maps\m52.map","361455616"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo1\terminals\keyes.bk2","361792108"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham Knight\DLC\313102\Content\BmGame\Movies\DLC45_Batgirl_Intro.usm","363219840"
"C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\DLCRobot - Main.ba2","363294448"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\haloreach\maps\shared.map","363823104"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\haloreach\fmod\pc\mexican.fsb","363835200"
"C:\Program Files (x86)\Steam\steamapps\common\Grand Theft Auto V\update\x64\dlcpacks\patchday8ng\dlc.rpf","365328384"
"C:\Program Files (x86)\Google\Chrome\Application\119.0.6045.160\Installer\chrome.7z","365718321"
"C:\Program Files (x86)\Steam\steamapps\common\SpongeBob SquarePants Battle for Bikini Bottom - Rehydrated\Pineapple\Content\Paks\pakchunk11-WindowsNoEditor.pak","365790724"
"C:\Program Files (x86)\Steam\steamapps\common\Grand Theft Auto V\x64\audio\sfx\RADIO_09_HIPHOP_OLD.rpf","367286272"
"C:\Program Files (x86)\Steam\steamapps\downloading\292030\dlc\bob\content\collision.cache","367890405"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham City GOTY\BmGame\CookedPCConsole\Italian\49D84887_LOC_ITA.wad","368791552"
"C:\Program Files (x86)\Steam\steamapps\common\BioShock Infinite\XGame\Movies\BioshockInfinite_Credits.bik","370219748"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham Knight\BmGame\CookedPCConsole\Chunk1.tfc","370579942"
"C:\Program Files (x86)\Steam\steamapps\common\PUBG\TslGame\Content\Paks\pakchunk5900-WindowsNoEditor_map_base.pak","371453908"
"C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Video\ENDURANCE.bk2","371586760"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\haloreach\fmod\pc\french.fsb","373611776"
"C:\Program Files (x86)\Steam\steamapps\common\ELDEN RING\Game\movie\60510000.bk2","375386928"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo3odst\fmod\pc\spanish.fsb","375806176"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\haloreach\fmod\pc\spanish.fsb","375915936"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo3odst\fmod\pc\french.fsb","377397440"
"C:\Program Files (x86)\Steam\steamapps\common\Skyrim Special Edition\Data\ccBGSSSE001-Fish.bsa","377673669"
"C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Video\PERCEPTION.bk2","378189860"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo3odst\fmod\pc\english.fsb","378763840"
"C:\Program Files (x86)\Steam\steamapps\common\Skyrim Special Edition\Data\Skyrim - Meshes1.bsa","378853391"
"C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Video\Intro.bk2","380362384"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\haloreach\fmod\pc\english.fsb","380664800"
"C:\Program Files (x86)\Steam\steamapps\common\Halo Infinite\deploy\pc\levels\multi\sgh_crystalcaves\sgh_crystalcaves-rtx-new.module_hd1","380792832"
"C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Video\AGILITY.bk2","381902820"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo3odst\fmod\pc\german.fsb","382462656"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham City GOTY\BmGame\MoviesStereo\3_05.usm","383889312"
"C:\Program Files (x86)\Steam\steamapps\common\Grand Theft Auto V\update\x64\dlcpacks\patchday24ng\dlc.rpf","384018432"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo3odst\fmod\pc\italian.fsb","384410304"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham Knight\DLC\313102\Content\BmGame\Movies\DLC45_Batgirl_Outro.usm","385232864"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo1\terminals\silent_cartographer.bk2","385815016"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo3odst\fmod\pc\mexican.fsb","386330112"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\haloreach\fmod\pc\german.fsb","386522976"
"C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Video\INTELLIGENCE.bk2","386805116"
"C:\Program Files (x86)\Steam\steamapps\common\PUBG\TslGame\Content\Paks\pakchunk5100-WindowsNoEditor_assets_textures_buildings.pak","389900940"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo2\prebuild\video\Ep_022_Inside_Job.bk2","389909572"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo2\prebuild\video\Ep_022_Inside_Job_Legendary.bk2","389913708"
"C:\Program Files (x86)\Steam\steamapps\common\Halo Infinite\subgames\CampaignS1\deploy\any\globals\globals-rtx-new.module","390492160"
"C:\Program Files (x86)\Steam\steamapps\common\Batman Arkham City GOTY\BmGame\MoviesStereo\3_04.usm","392455040"
"C:\Program Files (x86)\Steam\steamapps\common\TheOuterWorlds\Indiana\Content\Movies\INX02_Movies\INX02_Intro_Animatic_002.mp4","392990724"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\halo3\maps\s3d_waterfall.map","393256960"
"C:\Program Files (x86)\Steam\steamapps\common\Fallout New Vegas\Data\HonestHearts - Main.bsa","393526429"
"C:\Program Files (x86)\Steam\steamapps\common\The Witcher 3\DLC\bob\content\collision.cache","393703112"
"C:\Program Files (x86)\Steam\steamapps\common\The Witcher 3\content\content5\texture.cache","394646885"
"C:\Program Files (x86)\Steam\steamapps\common\Grand Theft Auto V\x64\audio\sfx\SS_GM.rpf","396892160"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\haloreach\fmod\pc\italian.fsb","399002976"
"C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Video\CHARISMA.bk2","400271092"
"C:\Program Files (x86)\Steam\steamapps\downloading\292030\dlc\ep1\content\enpc.w3speech","401517780"
"C:\Program Files\Epic Games\Fortnite\FortniteGame\Content\Paks\pakchunk10sm6-WindowsClient_s1.ucas","402128960"
"C:\Program Files (x86)\Steam\steamapps\common\BioShock 2\SP\Content\BulkContent\DynamicBulkFileTexturesDLC3_3.blk","402923520"
"C:\Program Files (x86)\Steam\steamapps\common\Halo The Master Chief Collection\haloreach\maps\m35.map","403775488"
"C:\Program Files (x86)\Steam\steamapps\common\BioShock 2\SP\Content\BulkContent\DynamicBulkFileTexturesDLC4_0.blk","403906560"
"C:\Program Files (x86)\Steam\steamapps\common\Fallout 4\Data\Video\LUCK.bk2","405196056"
